Problems,Equations,Answers
"A pet shop has 500 bunnies. If 200 are adopted, how many bunnies are left?",500 - 200,300
"A delivery service has 300 packages. If 100 are delivered, how many packages are left?",300 - 100,200
"A library has 600 magazines. If 100 are checked out, how many magazines are left?",600 - 100,500
"A gym has 100 members. If 30 leave, how many members remain?",100 - 30,70
"A pet shop has 600 puppies. If 200 are adopted, how many puppies are left?",600 - 200,400
"A pet shop has 400 puppies. If 50 are adopted, how many puppies are left?",400 - 50,350
"A delivery service has 200 packages. If 100 are delivered, how many packages are left?",200 - 100,100
"A supermarket has 300 bottles of soda. If 50 are sold, how many bottles are left?",300 - 50,250
"A supermarket has 200 bottles of soda. If 50 are sold, how many bottles are left?",200 - 50,150
"A supermarket has 500 bottles of soda. If 300 are sold, how many bottles are left?",500 - 300,200
"A supermarket has 400 bottles of soda. If 100 are sold, how many bottles are left?",400 - 100,300
"A gym has 200 members. If 150 leave, how many members remain?",200 - 150,50
"A library has 600 books. If 100 are checked out, how many books are left?",600 - 100,500
"A gym has 100 members. If 40 leave, how many members remain?",100 - 40,60
"A library has 400 magazines. If 200 are checked out, how many magazines are left?",400 - 200,200
"A supermarket has 600 bottles of soda. If 100 are sold, how many bottles are left?",600 - 100,500
"A pet shop has 200 puppies. If 150 are adopted, how many puppies are left?",200 - 150,50
"A pet shop has 400 bunnies. If 150 are adopted, how many bunnies are left?",400 - 150,250
"A pet shop has 500 puppies. If 200 are adopted, how many puppies are left?",500 - 200,300
"A library has 100 magazines. If 50 are checked out, how many magazines are left?",100 - 50,50
"A supermarket has 600 bottles of soda. If 400 are sold, how many bottles are left?",600 - 400,200
"A gym has 100 members. If 10 leave, how many members remain?",100 - 10,90
"A supermarket has 600 bottles of soda. If 500 are sold, how many bottles are left?",600 - 500,100
"A gym has 400 members. If 300 leave, how many members remain?",400 - 300,100
"A pet shop has 500 puppies. If 300 are adopted, how many puppies are left?",500 - 300,200
"A bakery has 600 cookies. If 100 are sold, how many cookies remain?",600 - 100,500
"A delivery service has 300 packages. If 200 are delivered, how many packages are left?",300 - 200,100
"A garden has 300 flowers. If 200 are picked, how many flowers remain?",300 - 200,100
"A gym has 300 members. If 200 leave, how many members remain?",300 - 200,100
"A library had 1,200 books, but 300 were borrowed. How many books are left?",1200 - 300,900
"A baker made 600 cookies, and 150 were sold. How many cookies are left?",600 - 150,450
"A farmer harvested 1,000 apples, and 400 were sold. How many apples are left?",1000 - 400,600
"A store received 800 toys, and 250 were sold. How many toys remain?",800 - 250,550
"A school ordered 500 pencils, and 200 were used. How many pencils remain?",500 - 200,300
"A factory produced 1,500 shirts, and 900 were sold. How many shirts remain?",1500 - 900,600
"A library had 900 magazines, and 400 were lost. How many magazines are left?",900 - 400,500
"A bakery made 1,200 muffins, and 600 were sold. How many muffins are left?",1200 - 600,600
"A farmer had 3,000 carrots, but 1,200 were eaten by animals. How many carrots are left?",3000 - 1200,1800
"A store had 2,000 shoes, and 700 pairs were sold. How many shoes are left?",2000 - 700,1300
"A concert hall has 4,500 seats, but 1,500 were reserved. How many seats are available?",4500 - 1500,3000
"A school has 800 markers, but 300 were used up. How many markers are left?",800 - 300,500
"A bakery made 1,800 loaves of bread, and 1,000 were sold. How many loaves are left?",1800 - 1000,800
"A farmer harvested 1,500 potatoes, and 500 were sold. How many potatoes are left?",1500 - 500,1000
"A toy store received 2,500 dolls, and 1,200 were sold. How many dolls are left?",2500 - 1200,1300
"A factory produced 6,000 toys, and 2,000 were sold. How many toys are left?",6000 - 2000,4000
"A school had 700 notebooks, but 300 were used. How many notebooks are left?",700 - 300,400
"A library had 5,000 books, and 2,000 were borrowed. How many books are left?",5000 - 2000,3000
"A bakery had 900 pastries, but 400 were sold. How many pastries are left?",900 - 400,500
"A store had 1,500 laptops, and 600 were sold. How many laptops are left?",1500 - 600,900
"A farmer harvested 1,200 pumpkins, and 700 were sold. How many pumpkins are left?",1200 - 700,500
"A concert venue had 3,000 tickets, and 1,500 were sold. How many tickets are left?",3000 - 1500,1500
"A school ordered 1,200 pens, but 300 were used. How many pens are left?",1200 - 300,900
"A bakery made 800 cupcakes, and 200 were sold. How many cupcakes are left?",800 - 200,600
"A factory produced 4,000 cars, and 2,000 were sold. How many cars are left?",4000 - 2000,2000
"A store had 600 toys, but 300 were given away. How many toys are left?",600 - 300,300
"A school had 2,000 pencils, but 700 were used. How many pencils are left?",2000 - 700,1300
"A farmer harvested 2,500 tomatoes, and 1,200 were sold. How many tomatoes are left?",2500 - 1200,1300
"A bakery made 2,000 cookies, and 1,000 were eaten. How many cookies are left?",2000 - 1000,1000
"A library had 3,600 books, and 1,200 were borrowed. How many books are left?",3600 - 1200,2400
"A toy store received 5,000 action figures, and 2,500 were sold. How many are left?",5000 - 2500,2500
"A school had 4,000 erasers, and 2,000 were used. How many are left?",4000 - 2000,2000
"A concert hall has 7,000 seats, but 3,500 were reserved. How many seats are available?",7000 - 3500,3500
"A farmer harvested 8,000 apples, but 3,000 were rotten. How many apples are left?",8000 - 3000,5000
"A bakery made 1,500 donuts, and 700 were sold. How many donuts are left?",1500 - 700,800
"A store had 900 bags of chips, and 400 were sold. How many are left?",900 - 400,500
"A school ordered 2,500 rulers, but 1,000 were used. How many rulers are left?",2500 - 1000,1500
"A farmer harvested 10,000 strawberries, but 5,000 were sold. How many strawberries are left?",10000 - 5000,5000
"A concert hall had 6,000 tickets, and 2,000 were sold. How many tickets are left?",6000 - 2000,4000
"A bakery made 3,500 pies, and 1,500 were sold. How many pies are left?",3500 - 1500,2000
"A store had 4,500 mobile phones, and 2,000 were sold. How many phones are left?",4500 - 2000,2500
"A school had 3,000 markers, and 1,500 were used. How many markers are left?",3000 - 1500,1500
"A toy store received 3,000 games, and 1,200 were sold. How many games are left?",3000 - 1200,1800
"A library had 1,000 audiobooks, and 400 were borrowed. How many audiobooks are left?",1000 - 400,600
"A farmer had 6,000 chickens, and 2,000 were sold. How many chickens are left?",6000 - 2000,4000
"A bakery made 2,800 loaves of bread, and 1,200 were sold. How many loaves are left?",2800 - 1200,1600
"A store had 4,000 video games, and 1,000 were sold. How many are left?",4000 - 1000,3000
"A school had 5,000 books, and 2,500 were given away. How many books are left?",5000 - 2500,2500
"A farmer harvested 12,000 potatoes, but 5,000 were sold. How many potatoes are left?",12000 - 5000,7000
"A bakery made 6,000 cookies, and 2,500 were sold. How many cookies are left?",6000 - 2500,3500
"A store had 7,000 bikes, and 2,500 were sold. How many bikes are left?",7000 - 2500,4500
"A concert hall had 10,000 seats, but 4,000 were filled. How many seats are available?",10000 - 4000,6000
"A farmer had 9,000 cows, but 3,000 were sold. How many cows are left?",9000 - 3000,6000
"A bakery made 2,500 cupcakes, and 1,500 were sold. How many cupcakes are left?",2500 - 1500,1000
"A school had 4,500 pencils, and 2,000 were used. How many pencils are left?",4500 - 2000,2500
"A store received 1,500 shoes, but 800 pairs were sold. How many shoes are left?",1500 - 800,700
"A bakery produced 8,000 cakes, and 3,000 were sold. How many cakes are left?",8000 - 3000,5000
"A farmer had 10,000 corn cobs, but 4,500 were sold. How many are left?",10000 - 4500,5500
"A library had 4,500 books, and 1,200 were borrowed. How many books are left?",4500 - 1200,"3,300"
"A farmer harvested 3,500 apples, and 1,000 were sold. How many apples are left?",3500 - 1000,"2,500"
"A school has 20 students. If each student has 3 books, how many books are there in total?",20 × 3,60
"A toy store has 10 shelves. If each shelf holds 12 toys, how many toys are there in total?",10 × 12,120
"A gym has 10 fitness classes. If each class has 5 participants, how many participants are there in total?",10 × 5,50
A car factory produces 150 cars each day. How many cars does it produce in a week (7 days)?,150 × 7,1050
"A restaurant serves 8 types of appetizers. If each appetizer costs $10, how much do they make if they sell one of each?",8 × 10,80
"A farmer has 6 cows. If each cow produces 5 gallons of milk, how many gallons of milk does he produce?",6 × 5,30
"A bakery has 8 types of bread. If each type has 12 loaves, how many loaves are there in total?",8 × 12,96
A toy store sells 15 dolls each week. How many dolls does it sell in a year (52 weeks)?,15 × 52,780
"A gardener plants 12 rows of vegetables, with 10 plants in each row. How many plants does he plant?",12 × 10,120
"A pizza shop has 5 types of pizza. If each type has 6 slices, how many slices are there in total?",5 × 6,30
"A delivery truck can carry 30 boxes. If it makes 4 trips, how many boxes can it carry in total?",30 × 4,120
"A library has 6 sections. If each section has 20 books, how many books are there in total?",6 × 20,120
"A gym has 12 treadmills. If each treadmill is used by 3 people a day, how many people use the treadmills in a day?",12 × 3,36
"A farmer has 5 fields. If each field yields 100 carrots, how many carrots does he harvest in total?",5 × 100,500
"A school has 15 teachers. If each teacher teaches 3 subjects, how many subjects are taught in total?",15 × 3,45
A bakery sells 20 cupcakes each day. How many cupcakes does it sell in a month (30 days)?,20 × 30,600
A toy factory produces 500 toys every day. How many toys does it produce in 3 days?,500 × 3,1500
"A movie theater has 8 screens. If each screen shows 5 movies a day, how many movies are shown in total in one week (7 days)?",8 × 5 × 7,280
"A pizza restaurant has 10 pizza types. If each pizza costs $15, how much do they make if they sell one of each?",10 × 15,150
A bakery makes 20 pies every day. How many pies does it make in a week (7 days)?,20 × 7,140
"A library has 10 computers. If each computer is used by 4 students, how many students use the computers in total?",10 × 4,40
A toy store sells 15 action figures each week. How many action figures does it sell in a month (4 weeks)?,15 × 4,60
"A farmer has 12 cows. If each cow produces 10 gallons of milk, how many gallons of milk does he produce?",12 × 10,120
"A clothing store has 25 dresses. If each dress costs $40, how much do they make if they sell all the dresses?",25 × 40,1000
"A school has 10 grades. If each grade has 30 students, how many students are there in total?",10 × 30,300
"A bakery has 10 types of cookies. If each type has 20 cookies, how many cookies are there in total?",10 × 20,200
"A restaurant serves 6 types of salad. If each salad costs $8, how much do they make if they sell one of each?",6 × 8,48
"A gym has 10 instructors. If each instructor teaches 4 classes a week, how many classes are held in total?",10 × 4,40
"A delivery truck can carry 25 packages. If it makes 6 trips, how many packages can it deliver in total?",25 × 6,150
"A library has 15 bookshelves. If each bookshelf holds 10 books, how many books can the library hold?",15 × 10,150
"A gardener plants 20 trees. If each tree produces 12 apples, how many apples does he harvest?",20 × 12,240
A toy factory produces 400 toys every week. How many toys does it produce in a month (4 weeks)?,400 × 4,1600
A bakery sells 50 muffins every day. How many muffins does it sell in a month (30 days)?,50 × 30,1500
"A grocery store has 60 types of vegetables. If each vegetable costs $2, how much do all the vegetables cost?",60 × 2,120
"A movie theater has 20 seats. If each seat costs $10, how much do they make if all seats are sold?",20 × 10,200
"A fruit vendor sells 5 baskets of oranges. If each basket has 30 oranges, how many oranges does he sell?",5 × 30,150
"A clothing store has 8 types of shirts. If each type costs $25, how much do they make if they sell one of each?",8 × 25,200
"A library has 10 reading rooms. If each room has 12 chairs, how many chairs are there in total?",10 × 12,120
A bakery makes 15 cakes every day. How many cakes does it make in 2 weeks (14 days)?,15 × 14,210
"A toy store sells 30 action figures. If each figure costs $15, how much do all the figures cost?",30 × 15,450
"A farmer has 10 fields. If each field yields 200 potatoes, how many potatoes does he harvest in total?",10 × 200,2000
"A school has 12 classes. If each class has 25 students, how many students are there in total?",12 × 25,300
"A restaurant serves 5 types of pizza. If each pizza costs $12, how much do they make if they sell one of each?",5 × 12,60
"A gym has 20 bikes. If each bike is used by 4 people a day, how many people use the bikes in a day?",20 × 4,80
"A library has 25 shelves. If each shelf can hold 15 books, how many books can be stored in the library?",25 × 15,375
"A baker makes 5 types of cookies. If each type has 24 cookies, how many cookies are there in total?",5 × 24,120
"A park has 10 benches. If each bench seats 3 people, how many people can sit on the benches?",10 × 3,30
"A delivery truck can carry 18 boxes. If it makes 9 trips, how many boxes can it deliver in total?",18 × 9,162
"A fruit stand has 8 baskets of apples. If each basket contains 15 apples, how many apples are there in total?",8 × 15,120
A toy factory produces 350 toys every day. How many toys does it produce in a week (7 days)?,350 × 7,2450
"A school has 9 teachers. If each teacher teaches 4 classes, how many classes are taught in total?",9 × 4,36
A bakery produces 60 loaves of bread each day. How many loaves does it produce in 3 days?,60 × 3,180
"A library has 5 reading areas. If each area has 10 chairs, how many chairs are there in total?",5 × 10,50
A pizza restaurant sells 15 pizzas each night. How many pizzas do they sell in a month (30 days)?,15 × 30,450
"A farm has 8 fields. If each field produces 50 tomatoes, how many tomatoes are harvested in total?",8 × 50,400
"A school has 7 grades. If each grade has 10 students, how many students are there in total?",7 × 10,70
"A toy store has 12 shelves. If each shelf holds 20 toys, how many toys are there in total?",12 × 20,240
"A farmer has 15 cows. If each cow produces 10 gallons of milk, how many gallons of milk does he produce in total?",15 × 10,150
"A clothing store has 30 shirts. If each shirt costs $20, how much do they make if they sell all the shirts?",30 × 20,600
"A gardener plants 10 rows of flowers. If each row has 15 flowers, how many flowers does he plant in total?",10 × 15,150
A bakery makes 25 cupcakes every day. How many cupcakes does it make in a week (7 days)?,25 × 7,175
"A library has 8 computers. If each computer is used by 3 students, how many students use the computers in total?",8 × 3,24
A pizza shop sells 10 pizzas every hour. How many pizzas does it sell in 5 hours?,10 × 5,50
"A bakery has 12 types of cookies. If each type has 10 cookies, how many cookies are there in total?",12 × 10,120
"A school has 6 teachers. If each teacher teaches 5 subjects, how many subjects are taught in total?",6 × 5,30
"A fruit vendor sells 20 baskets of strawberries. If each basket contains 10 strawberries, how many strawberries does he sell?",20 × 10,200
"A garden has 4 sections. If each section has 25 plants, how many plants are there in total?",4 × 25,100
"A restaurant has 5 chefs. If each chef cooks 4 dishes, how many dishes are cooked in total?",5 × 4,20
"A library has 12 shelves. If each shelf can hold 15 books, how many books can be stored in total?",12 × 15,180
"A grocery store sells 20 types of fruit. If each type costs $2, how much do all the types cost?",20 × 2,40
"A bakery produces 10 types of bread. If each type has 30 loaves, how many loaves are there in total?",10 × 30,300
"A school has 10 grades. If each grade has 25 students, how many students are there in total?",10 × 25,250
A toy factory produces 400 toys each week. How many toys does it produce in 2 months (8 weeks)?,400 × 8,3200
"A restaurant serves 10 types of dessert. If each dessert costs $6, how much do they make if they sell one of each?",10 × 6,60
"A farmer has 20 cows. If each cow produces 12 gallons of milk, how many gallons of milk does he produce in total?",20 × 12,240
"A library has 15 computers. If each computer is used by 2 students, how many students use the computers in total?",15 × 2,30
A bakery sells 40 muffins every day. How many muffins does it sell in a month (30 days)?,40 × 30,1200
"A pizza shop has 6 ovens. If each oven can bake 10 pizzas, how many pizzas can be baked in total?",6 × 10,60
"A grocery store has 50 types of snack. If each type costs $4, how much do all the types cost?",50 × 4,200
A toy factory produces 500 toys every day. How many toys does it produce in 5 days?,500 × 5,2500
"A gym has 15 classes. If each class has 8 participants, how many participants are there in total?",15 × 8,120
"A school has 20 students. If each student has 5 pencils, how many pencils are there in total?",20 × 5,100
"A bakery has 10 types of cake. If each type has 12 slices, how many slices are there in total?",10 × 12,120
"A movie theater has 4 screens. If each screen shows 6 movies a day, how many movies are shown in total in one week (7 days)?",4 × 6 × 7,168
A toy store sells 25 dolls each month. How many dolls does it sell in a year (12 months)?,25 × 12,300
"A farmer has 10 fields. If each field produces 100 carrots, how many carrots does he harvest in total?",10 × 100,1000
A bakery produces 15 cakes every day. How many cakes does it produce in a week (7 days)?,15 × 7,105
"A school has 10 classrooms. If each classroom has 25 students, how many students are there in total?",10 × 25,250
"A restaurant serves 6 types of salad. If each salad costs $10, how much do they make if they sell one of each?",6 × 10,60
"A library has 20 books. If each book has 300 pages, how many pages are there in total?",20 × 300,6000
"A toy store has 15 types of games. If each game costs $40, how much do they make if they sell one of each?",15 × 40,600
"A grocery store has 10 shelves. If each shelf holds 20 products, how many products can the store hold in total?",10 × 20,200
"A gym has 5 personal trainers. If each trainer trains 6 clients a week, how many clients do they train in total?",5 × 6,30
"A delivery truck can carry 20 packages. If it makes 10 trips, how many packages can it deliver in total?",20 × 10,200
"A farmer has 5 fields. If each field has 40 plants, how many plants are there in total?",5 × 40,200
A bakery sells 35 cookies every day. How many cookies does it sell in a month (30 days)?,35 × 30,1050
"A pizza shop has 4 types of pasta. If each pasta type costs $12, how much do they make if they sell one of each?",4 × 12,48
"A school has 15 students. If each student has 4 pencils, how many pencils are there in total?",15 × 4,60
"A grocery store has 30 types of fruit. If each fruit costs $2, how much do all the types cost?",30 × 2,60
"A library has 8 computers. If each computer is used by 5 students, how many students use the computers in total?",8 × 5,40
A toy factory produces 200 toys each day. How many toys does it produce in a month (30 days)?,200 × 30,6000
"A restaurant serves 10 types of dessert. If each dessert costs $8, how much do they make if they sell one of each?",10 × 8,80
"A bakery has 20 types of bread. If each type has 10 loaves, how many loaves are there in total?",20 × 10,200
"A movie theater has 10 screens. If each screen shows 4 movies a day, how many movies are shown in total in a week (7 days)?",10 × 4 × 7,280
"A clothing store has 8 types of pants. If each pant costs $30, how much do they make if they sell one of each?",8 × 30,240
"A grocery store sells 15 types of vegetable. If each vegetable costs $4, how much do all the types cost?",15 × 4,60
"A library has 25 books. If each book has 200 pages, how many pages are there in total?",25 × 200,5000
A toy store sells 10 dolls every week. How many dolls does it sell in a month (4 weeks)?,10 × 4,40
"A farmer has 12 chickens. If each chicken lays 3 eggs, how many eggs do the chickens lay in total?",12 × 3,36
A bakery sells 50 cupcakes every day. How many cupcakes does it sell in a week (7 days)?,50 × 7,350
"A school has 25 students. If each student has 5 notebooks, how many notebooks are there in total?",25 × 5,125
A pizza shop sells 6 pizzas every hour. How many pizzas does it sell in a day (24 hours)?,6 × 24,144
"A delivery truck can carry 15 boxes. If it makes 5 trips, how many boxes can it deliver in total?",15 × 5,75
"A farmer has 8 fields. If each field has 60 plants, how many plants are there in total?",8 × 60,480
"A bakery has 20 types of pastries. If each type has 5 pastries, how many pastries are there in total?",20 × 5,100
"A library has 15 shelves. If each shelf can hold 10 books, how many books can be stored in total?",15 × 10,150
A toy factory produces 100 toys each day. How many toys does it produce in 2 weeks (14 days)?,100 × 14,1400
"A delivery service can carry 20 packages. If it makes 4 trips, how many packages can it deliver in total?",20 × 4,80
A pizza shop sells 5 pizzas every hour. How many pizzas does it sell in a week (7 days)?,5 × 24 × 7,840
"A bakery sells 12 types of cake. If each type has 5 slices, how many slices are there in total?",12 × 5,60
"A gym has 12 machines. If each machine is used by 3 people a day, how many people use the machines in a day?",12 × 3,36
"A school has 4 grades. If each grade has 25 students, how many students are there in total?",4 × 25,100
"A delivery truck can carry 10 boxes. If it makes 8 trips, how many boxes can it deliver in total?",10 × 8,80
"A toy store has 15 types of dolls. If each doll costs $10, how much do all the dolls cost?",15 × 10,150
"A bakery makes 20 types of bread. If each type has 15 loaves, how many loaves are there in total?",20 × 15,300
"A grocery store has 5 aisles. If each aisle has 20 products, how many products are there in total?",5 × 20,100
"A library has 30 books. If each book has 400 pages, how many pages are there in total?",30 × 400,12000
A toy factory produces 250 toys each day. How many toys does it produce in a month (30 days)?,250 × 30,7500
"A farmer has 10 sheep. If each sheep produces 8 pounds of wool, how many pounds of wool does he produce in total?",10 × 8,80
"A school has 12 classes. If each class has 20 students, how many students are there in total?",12 × 20,240
"A restaurant serves 10 types of burger. If each burger costs $8, how much do they make if they sell one of each?",10 × 8,80
A bakery sells 50 cookies every day. How many cookies does it sell in a week (7 days)?,50 × 7,350
"A delivery truck can carry 12 boxes. If it makes 6 trips, how many boxes can it deliver in total?",12 × 6,72
"A gym has 8 trainers. If each trainer trains 10 clients a week, how many clients do they train in total?",8 × 10,80
"A school has 15 classrooms. If each classroom has 20 students, how many students are there in total?",15 × 20,300
"A library has 40 books. If each book has 200 pages, how many pages are there in total?",40 × 200,8000
A toy store sells 30 action figures every week. How many action figures does it sell in a year (52 weeks)?,30 × 52,1560
"A farmer has 5 fields. If each field has 50 plants, how many plants are there in total?",5 × 50,250
"A grocery store sells 20 types of snack. If each snack costs $3, how much do all the types cost?",20 × 3,60
A bakery makes 25 muffins every day. How many muffins does it make in a week (7 days)?,25 × 7,175
"A pizza restaurant has 10 tables. If each table seats 4 people, how many people can be seated in total?",10 × 4,40
"A school has 12 grades. If each grade has 30 students, how many students are there in total?",12 × 30,360
"A library has 20 computers. If each computer is used by 5 students, how many students use the computers in total?",20 × 5,100
A toy factory produces 150 toys each day. How many toys does it produce in a week (7 days)?,150 × 7,1050
"A bakery sells 15 types of cake. If each type has 8 slices, how many slices are there in total?",15 × 8,120
"A grocery store has 8 aisles. If each aisle has 10 products, how many products are there in total?",8 × 10,80
"A delivery truck can carry 10 packages. If it makes 3 trips, how many packages can it deliver in total?",10 × 3,30
"A farmer has 5 cows. If each cow produces 10 gallons of milk, how many gallons of milk does he produce in total?",5 × 10,50
"A gym has 12 machines. If each machine is used by 4 people a day, how many people use the machines in a day?",12 × 4,48
"A bakery makes 30 types of pastry. If each pastry costs $2, how much do they make if they sell one of each?",30 × 2,60
"A restaurant has 8 chefs. If each chef cooks 5 dishes, how many dishes are cooked in total?",8 × 5,40
"A toy store has 20 dolls. If each doll costs $15, how much do they make if they sell all the dolls?",20 × 15,300
"A library has 50 books. If each book has 100 pages, how many pages are there in total?",50 × 100,5000
"A school has 8 grades. If each grade has 20 students, how many students are there in total?",8 × 20,160
A pizza shop sells 12 pizzas every hour. How many pizzas does it sell in a day (24 hours)?,12 × 24,288
"A bakery has 15 types of cookies. If each type has 10 cookies, how many cookies are there in total?",15 × 10,150
"A delivery truck can carry 25 boxes. If it makes 2 trips, how many boxes can it deliver in total?",25 × 2,50
"A farmer has 10 chickens. If each chicken lays 5 eggs, how many eggs do the chickens lay in total?",10 × 5,50
"A grocery store has 12 types of cheese. If each cheese costs $5, how much do all the cheeses cost?",12 × 5,60
"A school has 30 students. If each student has 3 books, how many books are there in total?",30 × 3,90
"A pizza restaurant serves 8 types of pasta. If each pasta type costs $10, how much do they make if they sell one of each?",8 × 10,80
"A toy store has 5 shelves. If each shelf holds 12 toys, how many toys are there in total?",5 × 12,60
"A farmer has 12 cows. If each cow produces 20 gallons of milk, how many gallons of milk does he produce in total?",12 × 20,240
"A gym has 15 bikes. If each bike is used by 3 people a day, how many people use the bikes in a day?",15 × 3,45
"A library has 20 books. If each book has 150 pages, how many pages are there in total?",20 × 150,3000
A bakery sells 30 cupcakes every day. How many cupcakes does it sell in a week (7 days)?,30 × 7,210
A toy factory produces 75 toys each day. How many toys does it produce in a month (30 days)?,75 × 30,2250
"A restaurant serves 12 types of dessert. If each dessert costs $5, how much do they make if they sell one of each?",12 × 5,60
"A grocery store has 40 types of fruit. If each fruit costs $2, how much do all the types cost?",40 × 2,80
"A delivery truck can carry 30 packages. If it makes 4 trips, how many packages can it deliver in total?",30 × 4,120
"A farmer has 15 chickens. If each chicken lays 4 eggs, how many eggs do the chickens lay in total?",15 × 4,60
"A school has 25 students. If each student has 5 books, how many books are there in total?",25 × 5,125
"A pizza shop has 4 types of salad. If each salad costs $8, how much do they make if they sell one of each?",4 × 8,32
"A bakery makes 20 types of cookies. If each type has 12 cookies, how many cookies are there in total?",20 × 12,240
"A library has 12 shelves. If each shelf can hold 25 books, how many books can be stored in total?",12 × 25,300
"A delivery truck can carry 20 boxes. If it makes 7 trips, how many boxes can it deliver in total?",20 × 7,140
A toy store sells 50 action figures every week. How many action figures does it sell in a year (52 weeks)?,50 × 52,2600
A bakery sells 60 donuts every day. How many donuts does it sell in a month (30 days)?,60 × 30,1800
"A restaurant has 5 tables. If each table seats 4 people, how many people can be seated in total?",5 × 4,20
"A grocery store has 10 types of pasta. If each type costs $4, how much do all the types cost?",10 × 4,40
"A library has 15 computers. If each computer is used by 4 students, how many students use the computers in total?",15 × 4,60
A toy factory produces 300 toys every week. How many toys does it produce in 3 weeks?,300 × 3,900
"A farmer has 5 fields. If each field has 30 plants, how many plants are there in total?",5 × 30,150
A bakery sells 20 cookies every day. How many cookies does it sell in a week (7 days)?,20 × 7,140
"A delivery truck can carry 15 boxes. If it makes 10 trips, how many boxes can it deliver in total?",15 × 10,150
"A gym has 10 trainers. If each trainer trains 8 clients a week, how many clients do they train in total?",10 × 8,80
"A school has 5 grades. If each grade has 30 students, how many students are there in total?",5 × 30,150
"A library has 18 books. If each book has 250 pages, how many pages are there in total?",18 × 250,4500
"A toy store has 8 shelves. If each shelf holds 15 toys, how many toys are there in total?",8 × 15,120
"A farmer has 7 cows. If each cow produces 10 gallons of milk, how many gallons of milk does he produce in total?",7 × 10,70
"A bakery has 10 types of bread. If each type has 20 loaves, how many loaves are there in total?",10 × 20,200
"A grocery store sells 15 types of fruit. If each fruit costs $3, how much do all the types cost?",15 × 3,45
"A restaurant has 6 chefs. If each chef cooks 4 dishes, how many dishes are cooked in total?",6 × 4,24
"A pizza shop has 10 types of pizza. If each pizza costs $12, how much do they make if they sell one of each?",10 × 12,120
"A delivery truck can carry 20 packages. If it makes 5 trips, how many packages can it deliver in total?",20 × 5,100
A bakery sells 80 muffins every day. How many muffins does it sell in a month (30 days)?,80 × 30,2400
"A library has 12 computers. If each computer is used by 3 students, how many students use the computers in total?",12 × 3,36
"A toy factory produces 20 toys every hour. If it operates for 10 hours, how many toys does it produce?",20 × 10,200
"A farmer has 10 fields. If each field has 25 plants, how many plants are there in total?",10 × 25,250
"A grocery store sells 12 types of bread. If each bread costs $4, how much do all the types cost?",12 × 4,48
"A gym has 6 bikes. If each bike is used by 4 people a day, how many people use the bikes in a day?",6 × 4,24
"A school has 20 classrooms. If each classroom has 30 students, how many students are there in total?",20 × 30,600
A bakery sells 30 donuts every day. How many donuts does it sell in a week (7 days)?,30 × 7,210
"A delivery truck can carry 10 boxes. If it makes 2 trips, how many boxes can it deliver in total?",10 × 2,20
"A farmer has 12 sheep. If each sheep produces 3 pounds of wool, how many pounds of wool does he produce in total?",12 × 3,36
"A toy store has 20 action figures. If each figure costs $15, how much do they make if they sell all the figures?",20 × 15,300
"A library has 10 books. If each book has 500 pages, how many pages are there in total?",10 × 500,5000
"A pizza shop has 8 types of pasta. If each pasta costs $12, how much do they make if they sell one of each?",8 × 12,96
"A bakery has 20 types of cupcake. If each cupcake costs $2, how much do they make if they sell one of each?",20 × 2,40
"A grocery store has 50 types of cheese. If each cheese costs $5, how much do all the types cost?",50 × 5,250
"A gym has 20 classes. If each class has 6 participants, how many participants are there in total?",20 × 6,120
"A school has 12 grades. If each grade has 15 students, how many students are there in total?",12 × 15,180
A bakery sells 40 cookies every day. How many cookies does it sell in a month (30 days)?,40 × 30,1200
"A delivery truck can carry 25 boxes. If it makes 6 trips, how many boxes can it deliver in total?",25 × 6,150
"A farmer has 15 cows. If each cow produces 5 gallons of milk, how many gallons of milk does he produce in total?",15 × 5,75
A toy factory produces 150 toys every day. How many toys does it produce in a month (30 days)?,150 × 30,4500
"A library has 25 computers. If each computer is used by 4 students, how many students use the computers in total?",25 × 4,100
A bakery sells 100 muffins every day. How many muffins does it sell in a week (7 days)?,100 × 7,700
"A grocery store has 5 aisles. If each aisle has 15 products, how many products are there in total?",5 × 15,75
"A restaurant has 5 chefs. If each chef cooks 10 dishes, how many dishes are cooked in total?",5 × 10,50
"A school has 40 students. If each student has 2 books, how many books are there in total?",40 × 2,80
A toy store sells 10 dolls every month. How many dolls does it sell in a year (12 months)?,10 × 12,120
"A grocery store has 20 types of fruit. If each fruit costs $2, how much do all the types cost?",20 × 2,40
"A delivery truck can carry 30 packages. If it makes 3 trips, how many packages can it deliver in total?",30 × 3,90
"A pizza restaurant serves 4 types of salad. If each salad costs $8, how much do they make if they sell one of each?",4 × 8,32
"A bakery makes 10 types of cookies. If each type has 20 cookies, how many cookies are there in total?",10 × 20,200
"A farmer has 10 fields. If each field has 50 plants, how many plants are there in total?",10 × 50,500
"A gym has 10 machines. If each machine is used by 2 people a day, how many people use the machines in a day?",10 × 2,20
"A library has 50 books. If each book has 200 pages, how many pages are there in total?",50 × 200,10000
A toy factory produces 100 toys every day. How many toys does it produce in a week (7 days)?,100 × 7,700
"A bakery sells 10 types of pastry. If each pastry costs $3, how much do they make if they sell one of each?",10 × 3,30
